YMD,Year,Month,Day,week,week_year,Season_Year,Season,Cell2,EMD,JD,LMB_Spawning,CC_Spawning,NP_Spawning
2021-09-06,2021,9,6,37,37 - 2021,Summer 2021,Summer,After,After,249,,,
2021-09-07,2021,9,7,37,37 - 2021,Summer 2021,Summer,After,After,250,,,
2021-09-08,2021,9,8,37,37 - 2021,Summer 2021,Summer,After,After,251,,,
2021-09-09,2021,9,9,37,37 - 2021,Summer 2021,Summer,After,After,252,,,
2021-09-10,2021,9,10,37,37 - 2021,Summer 2021,Summer,After,After,253,,,
2021-09-11,2021,9,11,37,37 - 2021,Summer 2021,Summer,After,After,254,,,
2021-09-12,2021,9,12,38,38 - 2021,Summer 2021,Summer,After,After,255,,,
2021-09-13,2021,9,13,38,38 - 2021,Summer 2021,Summer,After,After,256,,,
2021-09-14,2021,9,14,38,38 - 2021,Summer 2021,Summer,After,After,257,,,
2021-09-15,2021,9,15,38,38 - 2021,Summer 2021,Summer,After,After,258,,,
2021-09-16,2021,9,16,38,38 - 2021,Summer 2021,Summer,After,After,259,,,
2021-09-17,2021,9,17,38,38 - 2021,Summer 2021,Summer,After,After,260,,,
2021-09-18,2021,9,18,38,38 - 2021,Summer 2021,Summer,After,After,261,,,
2021-09-19,2021,9,19,39,39 - 2021,Summer 2021,Summer,After,After,262,,,
2021-09-20,2021,9,20,39,39 - 2021,Summer 2021,Summer,After,After,263,,,
2021-09-21,2021,9,21,39,39 - 2021,Summer 2021,Summer,After,After,264,,,
2021-09-22,2021,9,22,39,39 - 2021,Summer 2021,Summer,After,After,265,,,
2021-09-23,2021,9,23,39,39 - 2021,Summer 2021,Summer,After,After,266,,,
2021-09-24,2021,9,24,39,39 - 2021,Summer 2021,Summer,After,After,267,,,
2021-09-25,2021,9,25,39,39 - 2021,Summer 2021,Summer,After,After,268,,,
2021-09-26,2021,9,26,40,40 - 2021,Summer 2021,Summer,After,After,269,,,
2021-09-27,2021,9,27,40,40 - 2021,Summer 2021,Summer,After,After,270,,,
2021-09-28,2021,9,28,40,40 - 2021,Fall 2021,Fall,After,After,271,,,
2021-09-29,2021,9,29,40,40 - 2021,Fall 2021,Fall,After,After,272,,,
2021-09-30,2021,9,30,40,40 - 2021,Fall 2021,Fall,After,After,273,,,
2021-10-01,2021,10,1,40,40 - 2021,Fall 2021,Fall,After,After,274,,,
2021-10-02,2021,10,2,40,40 - 2021,Fall 2021,Fall,After,After,275,,,
2021-10-03,2021,10,3,41,41 - 2021,Fall 2021,Fall,After,After,276,,,
2021-10-04,2021,10,4,41,41 - 2021,Fall 2021,Fall,After,After,277,,,
2021-10-05,2021,10,5,41,41 - 2021,Fall 2021,Fall,After,After,278,,,
2021-10-06,2021,10,6,41,41 - 2021,Fall 2021,Fall,After,After,279,,,
2021-10-07,2021,10,7,41,41 - 2021,Fall 2021,Fall,After,After,280,,,
2021-10-08,2021,10,8,41,41 - 2021,Fall 2021,Fall,After,After,281,,,
2021-10-09,2021,10,9,41,41 - 2021,Fall 2021,Fall,After,After,282,,,
2021-10-10,2021,10,10,42,42 - 2021,Fall 2021,Fall,After,After,283,,,
2021-10-11,2021,10,11,42,42 - 2021,Fall 2021,Fall,After,After,284,,,
2021-10-12,2021,10,12,42,42 - 2021,Fall 2021,Fall,After,After,285,,,
2021-10-13,2021,10,13,42,42 - 2021,Fall 2021,Fall,After,After,286,,,
2021-10-14,2021,10,14,42,42 - 2021,Fall 2021,Fall,After,After,287,,,
2021-10-15,2021,10,15,42,42 - 2021,Fall 2021,Fall,After,After,288,,,
2021-10-16,2021,10,16,42,42 - 2021,Fall 2021,Fall,After,After,289,,,
2021-10-17,2021,10,17,43,43 - 2021,Fall 2021,Fall,After,After,290,,,
2021-10-18,2021,10,18,43,43 - 2021,Fall 2021,Fall,After,After,291,,,
2021-10-19,2021,10,19,43,43 - 2021,Fall 2021,Fall,After,After,292,,,
2021-10-20,2021,10,20,43,43 - 2021,Fall 2021,Fall,After,After,293,,,
2021-10-21,2021,10,21,43,43 - 2021,Fall 2021,Fall,After,After,294,,,
2021-10-22,2021,10,22,43,43 - 2021,Fall 2021,Fall,After,After,295,,,
2021-10-23,2021,10,23,43,43 - 2021,Fall 2021,Fall,After,After,296,,,
2021-10-24,2021,10,24,44,44 - 2021,Fall 2021,Fall,After,After,297,,,
2021-10-25,2021,10,25,44,44 - 2021,Fall 2021,Fall,After,After,298,,,
2021-10-26,2021,10,26,44,44 - 2021,Fall 2021,Fall,After,After,299,,,
2021-10-27,2021,10,27,44,44 - 2021,Fall 2021,Fall,After,After,300,,,
2021-10-28,2021,10,28,44,44 - 2021,Fall 2021,Fall,After,After,301,,,
2021-10-29,2021,10,29,44,44 - 2021,Fall 2021,Fall,After,After,302,,,
2021-10-30,2021,10,30,44,44 - 2021,Fall 2021,Fall,After,After,303,,,
2021-10-31,2021,10,31,45,45 - 2021,Fall 2021,Fall,After,After,304,,,
2021-11-01,2021,11,1,45,45 - 2021,Fall 2021,Fall,After,After,305,,,
2021-11-02,2021,11,2,45,45 - 2021,Fall 2021,Fall,After,After,306,,,
2021-11-03,2021,11,3,45,45 - 2021,Fall 2021,Fall,After,After,307,,,
2021-11-04,2021,11,4,45,45 - 2021,Fall 2021,Fall,After,After,308,,,
2021-11-05,2021,11,5,45,45 - 2021,Fall 2021,Fall,After,After,309,,,
2021-11-06,2021,11,6,45,45 - 2021,Fall 2021,Fall,After,After,310,,,
2021-11-07,2021,11,7,46,46 - 2021,Fall 2021,Fall,After,After,311,,,
2021-11-08,2021,11,8,46,46 - 2021,Fall 2021,Fall,After,After,312,,,
2021-11-09,2021,11,9,46,46 - 2021,Fall 2021,Fall,After,After,313,,,
2021-11-10,2021,11,10,46,46 - 2021,Fall 2021,Fall,After,After,314,,,
2021-11-11,2021,11,11,46,46 - 2021,Fall 2021,Fall,After,After,315,,,
2021-11-12,2021,11,12,46,46 - 2021,Fall 2021,Fall,After,After,316,,,
2021-11-13,2021,11,13,46,46 - 2021,Fall 2021,Fall,After,After,317,,,
2021-11-14,2021,11,14,47,47 - 2021,Fall 2021,Fall,After,After,318,,,
2021-11-15,2021,11,15,47,47 - 2021,Fall 2021,Fall,After,After,319,,,
2021-11-16,2021,11,16,47,47 - 2021,Fall 2021,Fall,After,After,320,,,
2021-11-17,2021,11,17,47,47 - 2021,Fall 2021,Fall,After,After,321,,,
2021-11-18,2021,11,18,47,47 - 2021,Fall 2021,Fall,After,After,322,,,
2021-11-19,2021,11,19,47,47 - 2021,Fall 2021,Fall,After,After,323,,,
2021-11-20,2021,11,20,47,47 - 2021,Fall 2021,Fall,After,After,324,,,
2021-11-21,2021,11,21,48,48 - 2021,Fall 2021,Fall,After,After,325,,,
2021-11-22,2021,11,22,48,48 - 2021,Fall 2021,Fall,After,After,326,,,
2021-11-23,2021,11,23,48,48 - 2021,Winter 2021,Winter,After,After,327,,,
2021-11-24,2021,11,24,48,48 - 2021,Winter 2021,Winter,After,After,328,,,
2021-11-25,2021,11,25,48,48 - 2021,Winter 2021,Winter,After,After,329,,,
2021-11-26,2021,11,26,48,48 - 2021,Winter 2021,Winter,After,After,330,,,
2021-11-27,2021,11,27,48,48 - 2021,Winter 2021,Winter,After,After,331,,,
2021-11-28,2021,11,28,49,49 - 2021,Winter 2021,Winter,After,After,332,,,
2021-11-29,2021,11,29,49,49 - 2021,Winter 2021,Winter,After,After,333,,,
2021-11-30,2021,11,30,49,49 - 2021,Winter 2021,Winter,After,After,334,,,
2021-12-01,2021,12,1,49,49 - 2021,Winter 2021,Winter,After,After,335,,,
2021-12-02,2021,12,2,49,49 - 2021,Winter 2021,Winter,After,After,336,,,
2021-12-03,2021,12,3,49,49 - 2021,Winter 2021,Winter,After,After,337,,,
2021-12-04,2021,12,4,49,49 - 2021,Winter 2021,Winter,After,After,338,,,
2021-12-05,2021,12,5,50,50 - 2021,Winter 2021,Winter,After,After,339,,,
2021-12-06,2021,12,6,50,50 - 2021,Winter 2021,Winter,After,After,340,,,
2021-12-07,2021,12,7,50,50 - 2021,Winter 2021,Winter,After,After,341,,,
2021-12-08,2021,12,8,50,50 - 2021,Winter 2021,Winter,After,After,342,,,
2021-12-09,2021,12,9,50,50 - 2021,Winter 2021,Winter,After,After,343,,,
2021-12-10,2021,12,10,50,50 - 2021,Winter 2021,Winter,After,After,344,,,
2021-12-11,2021,12,11,50,50 - 2021,Winter 2021,Winter,After,After,345,,,
2021-12-12,2021,12,12,51,51 - 2021,Winter 2021,Winter,After,After,346,,,
2021-12-13,2021,12,13,51,51 - 2021,Winter 2021,Winter,After,After,347,,,
2021-12-14,2021,12,14,51,51 - 2021,Winter 2021,Winter,After,After,348,,,
2021-12-15,2021,12,15,51,51 - 2021,Winter 2021,Winter,After,After,349,,,
2021-12-16,2021,12,16,51,51 - 2021,Winter 2021,Winter,After,After,350,,,
2021-12-17,2021,12,17,51,51 - 2021,Winter 2021,Winter,After,After,351,,,
2021-12-18,2021,12,18,51,51 - 2021,Winter 2021,Winter,After,After,352,,,
2021-12-19,2021,12,19,52,52 - 2021,Winter 2021,Winter,After,After,353,,,
2021-12-20,2021,12,20,52,52 - 2021,Winter 2021,Winter,After,After,354,,,
2021-12-21,2021,12,21,52,52 - 2021,Winter 2021,Winter,After,After,355,,,
2021-12-22,2021,12,22,52,52 - 2021,Winter 2021,Winter,After,After,356,,,
2021-12-23,2021,12,23,52,52 - 2021,Winter 2021,Winter,After,After,357,,,
2021-12-24,2021,12,24,52,52 - 2021,Winter 2021,Winter,After,After,358,,,
2021-12-25,2021,12,25,52,52 - 2021,Winter 2021,Winter,After,After,359,,,
2021-12-26,2021,12,26,53,53 - 2021,Winter 2021,Winter,After,After,360,,,
2021-12-27,2021,12,27,53,53 - 2021,Winter 2021,Winter,After,After,361,,,
2021-12-28,2021,12,28,53,53 - 2021,Winter 2021,Winter,After,After,362,,,
2021-12-29,2021,12,29,53,53 - 2021,Winter 2021,Winter,After,After,363,,,
2021-12-30,2021,12,30,53,53 - 2021,Winter 2021,Winter,After,After,364,,,
2021-12-31,2021,12,31,53,53 - 2021,Winter 2021,Winter,After,After,365,,,
2022-01-01,2022,1,1,1,1 - 2022,Winter 2021,Winter,After,After,1,,,
2022-01-02,2022,1,2,2,2 - 2022,Winter 2021,Winter,After,After,2,,,
2022-01-03,2022,1,3,2,2 - 2022,Winter 2021,Winter,After,After,3,,,
2022-01-04,2022,1,4,2,2 - 2022,Winter 2021,Winter,After,After,4,,,
2022-01-05,2022,1,5,2,2 - 2022,Winter 2021,Winter,After,After,5,,,
2022-01-06,2022,1,6,2,2 - 2022,Winter 2021,Winter,After,After,6,,,
2022-01-07,2022,1,7,2,2 - 2022,Winter 2021,Winter,After,After,7,,,
2022-01-08,2022,1,8,2,2 - 2022,Winter 2021,Winter,After,After,8,,,
2022-01-09,2022,1,9,3,3 - 2022,Winter 2021,Winter,After,After,9,,,
2022-01-10,2022,1,10,3,3 - 2022,Winter 2021,Winter,After,After,10,,,
2022-01-11,2022,1,11,3,3 - 2022,Winter 2021,Winter,After,After,11,,,
2022-01-12,2022,1,12,3,3 - 2022,Winter 2021,Winter,After,After,12,,,
2022-01-13,2022,1,13,3,3 - 2022,Winter 2021,Winter,After,After,13,,,
2022-01-14,2022,1,14,3,3 - 2022,Winter 2021,Winter,After,After,14,,,
2022-01-15,2022,1,15,3,3 - 2022,Winter 2021,Winter,After,After,15,,,
2022-01-16,2022,1,16,4,4 - 2022,Winter 2021,Winter,After,After,16,,,
2022-01-17,2022,1,17,4,4 - 2022,Winter 2021,Winter,After,After,17,,,
2022-01-18,2022,1,18,4,4 - 2022,Winter 2021,Winter,After,After,18,,,
2022-01-19,2022,1,19,4,4 - 2022,Winter 2021,Winter,After,After,19,,,
2022-01-20,2022,1,20,4,4 - 2022,Winter 2021,Winter,After,After,20,,,
2022-01-21,2022,1,21,4,4 - 2022,Winter 2021,Winter,After,After,21,,,
2022-01-22,2022,1,22,4,4 - 2022,Winter 2021,Winter,After,After,22,,,
2022-01-23,2022,1,23,5,5 - 2022,Winter 2021,Winter,After,After,23,,,
2022-01-24,2022,1,24,5,5 - 2022,Winter 2021,Winter,After,After,24,,,
2022-01-25,2022,1,25,5,5 - 2022,Winter 2021,Winter,After,After,25,,,
2022-01-26,2022,1,26,5,5 - 2022,Winter 2021,Winter,After,After,26,,,
2022-01-27,2022,1,27,5,5 - 2022,Winter 2021,Winter,After,After,27,,,
2022-01-28,2022,1,28,5,5 - 2022,Winter 2021,Winter,After,After,28,,,
2022-01-29,2022,1,29,5,5 - 2022,Winter 2021,Winter,After,After,29,,,
2022-01-30,2022,1,30,6,6 - 2022,Winter 2021,Winter,After,After,30,,,
2022-01-31,2022,1,31,6,6 - 2022,Winter 2021,Winter,After,After,31,,,
2022-02-01,2022,2,1,6,6 - 2022,Winter 2021,Winter,After,After,32,,,
2022-02-02,2022,2,2,6,6 - 2022,Winter 2021,Winter,After,After,33,,,
2022-02-03,2022,2,3,6,6 - 2022,Winter 2021,Winter,After,After,34,,,
2022-02-04,2022,2,4,6,6 - 2022,Winter 2021,Winter,After,After,35,,,
2022-02-05,2022,2,5,6,6 - 2022,Winter 2021,Winter,After,After,36,,,
2022-02-06,2022,2,6,7,7 - 2022,Winter 2021,Winter,After,After,37,,,
2022-02-07,2022,2,7,7,7 - 2022,Winter 2021,Winter,After,After,38,,,
2022-02-08,2022,2,8,7,7 - 2022,Winter 2021,Winter,After,After,39,,,
2022-02-09,2022,2,9,7,7 - 2022,Winter 2021,Winter,After,After,40,,,
2022-02-10,2022,2,10,7,7 - 2022,Winter 2021,Winter,After,After,41,,,
2022-02-11,2022,2,11,7,7 - 2022,Winter 2021,Winter,After,After,42,,,
2022-02-12,2022,2,12,7,7 - 2022,Winter 2021,Winter,After,After,43,,,
2022-02-13,2022,2,13,8,8 - 2022,Winter 2021,Winter,After,After,44,,,
2022-02-14,2022,2,14,8,8 - 2022,Winter 2021,Winter,After,After,45,,,
2022-02-15,2022,2,15,8,8 - 2022,Winter 2021,Winter,After,After,46,,,
2022-02-16,2022,2,16,8,8 - 2022,Winter 2021,Winter,After,After,47,,,
2022-02-17,2022,2,17,8,8 - 2022,Winter 2021,Winter,After,After,48,,,
2022-02-18,2022,2,18,8,8 - 2022,Winter 2021,Winter,After,After,49,,,
2022-02-19,2022,2,19,8,8 - 2022,Winter 2021,Winter,After,After,50,,,
2022-02-20,2022,2,20,9,9 - 2022,Winter 2021,Winter,After,After,51,,,
2022-02-21,2022,2,21,9,9 - 2022,Winter 2021,Winter,After,After,52,,,
2022-02-22,2022,2,22,9,9 - 2022,Winter 2021,Winter,After,After,53,,,
2022-02-23,2022,2,23,9,9 - 2022,Winter 2021,Winter,After,After,54,,,
2022-02-24,2022,2,24,9,9 - 2022,Winter 2021,Winter,After,After,55,,,
2022-02-25,2022,2,25,9,9 - 2022,Winter 2021,Winter,After,After,56,,,
2022-02-26,2022,2,26,9,9 - 2022,Winter 2021,Winter,After,After,57,,,
2022-02-27,2022,2,27,10,10 - 2022,Winter 2021,Winter,After,After,58,,,
2022-02-28,2022,2,28,10,10 - 2022,Winter 2021,Winter,After,After,59,,,
2022-03-01,2022,3,1,10,10 - 2022,Winter 2021,Winter,After,After,60,,,
2022-03-02,2022,3,2,10,10 - 2022,Winter 2021,Winter,After,After,61,,,
2022-03-03,2022,3,3,10,10 - 2022,Winter 2021,Winter,After,After,62,,,
2022-03-04,2022,3,4,10,10 - 2022,Winter 2021,Winter,After,After,63,,,
2022-03-05,2022,3,5,10,10 - 2022,Winter 2021,Winter,After,After,64,,,
2022-03-06,2022,3,6,11,11 - 2022,Winter 2021,Winter,After,After,65,,,
2022-03-07,2022,3,7,11,11 - 2022,Winter 2021,Winter,After,After,66,,,
2022-03-08,2022,3,8,11,11 - 2022,Winter 2021,Winter,After,After,67,,,
2022-03-09,2022,3,9,11,11 - 2022,Winter 2021,Winter,After,After,68,,,
2022-03-10,2022,3,10,11,11 - 2022,Winter 2021,Winter,After,After,69,,,
2022-03-11,2022,3,11,11,11 - 2022,Winter 2021,Winter,After,After,70,,,
2022-03-12,2022,3,12,11,11 - 2022,Winter 2021,Winter,After,After,71,,,
2022-03-13,2022,3,13,12,12 - 2022,Winter 2021,Winter,After,After,72,,,
2022-03-14,2022,3,14,12,12 - 2022,Winter 2021,Winter,After,After,73,,,
2022-03-15,2022,3,15,12,12 - 2022,Winter 2021,Winter,After,After,74,,,Spawning
2022-03-16,2022,3,16,12,12 - 2022,Winter 2021,Winter,After,After,75,,,Spawning
2022-03-17,2022,3,17,12,12 - 2022,Winter 2021,Winter,After,After,76,,,Spawning
2022-03-18,2022,3,18,12,12 - 2022,Winter 2021,Winter,After,After,77,,,Spawning
2022-03-19,2022,3,19,12,12 - 2022,Winter 2021,Winter,After,After,78,,,Spawning
2022-03-20,2022,3,20,13,13 - 2022,Winter 2021,Winter,After,After,79,,,Spawning
2022-03-21,2022,3,21,13,13 - 2022,Winter 2021,Winter,After,After,80,,,Spawning
2022-03-22,2022,3,22,13,13 - 2022,Winter 2021,Winter,After,After,81,,,Spawning
2022-03-23,2022,3,23,13,13 - 2022,Winter 2021,Winter,After,After,82,,,Spawning
2022-03-24,2022,3,24,13,13 - 2022,Winter 2021,Winter,After,After,83,,,Spawning
2022-03-25,2022,3,25,13,13 - 2022,Winter 2021,Winter,After,After,84,,,Spawning
2022-03-26,2022,3,26,13,13 - 2022,Winter 2021,Winter,After,After,85,,,Spawning
2022-03-27,2022,3,27,14,14 - 2022,Winter 2021,Winter,After,After,86,,,Spawning
2022-03-28,2022,3,28,14,14 - 2022,Winter 2021,Winter,After,After,87,,,Spawning
2022-03-29,2022,3,29,14,14 - 2022,Winter 2021,Winter,After,After,88,,,Spawning
2022-03-30,2022,3,30,14,14 - 2022,Winter 2021,Winter,After,After,89,,,Spawning
2022-03-31,2022,3,31,14,14 - 2022,Winter 2021,Winter,After,After,90,,,Spawning
2022-04-01,2022,4,1,14,14 - 2022,Winter 2021,Winter,After,After,91,,,Spawning
2022-04-02,2022,4,2,14,14 - 2022,Winter 2021,Winter,After,After,92,,,Spawning
2022-04-03,2022,4,3,15,15 - 2022,Winter 2021,Winter,After,After,93,,,Spawning
2022-04-04,2022,4,4,15,15 - 2022,Winter 2021,Winter,After,After,94,,,Spawning
2022-04-05,2022,4,5,15,15 - 2022,Winter 2021,Winter,After,After,95,,,Spawning
2022-04-06,2022,4,6,15,15 - 2022,Winter 2021,Winter,After,After,96,,,Spawning
2022-04-07,2022,4,7,15,15 - 2022,Winter 2021,Winter,After,After,97,,,Spawning
2022-04-08,2022,4,8,15,15 - 2022,Winter 2021,Winter,After,After,98,,,Spawning
2022-04-09,2022,4,9,15,15 - 2022,Winter 2021,Winter,After,After,99,,,Spawning
2022-04-10,2022,4,10,16,16 - 2022,Winter 2021,Winter,After,After,100,,,Spawning
2022-04-11,2022,4,11,16,16 - 2022,Winter 2021,Winter,After,After,101,,,Spawning
2022-04-12,2022,4,12,16,16 - 2022,Winter 2021,Winter,After,After,102,,,Spawning
2022-04-13,2022,4,13,16,16 - 2022,Winter 2021,Winter,After,After,103,,,Spawning
2022-04-14,2022,4,14,16,16 - 2022,Winter 2021,Winter,After,After,104,,,Spawning
2022-04-15,2022,4,15,16,16 - 2022,Winter 2021,Winter,After,After,105,,,Spawning
2022-04-16,2022,4,16,16,16 - 2022,Winter 2021,Winter,After,After,106,,,Spawning
2022-04-17,2022,4,17,17,17 - 2022,Winter 2021,Winter,After,After,107,,,Spawning
2022-04-18,2022,4,18,17,17 - 2022,Winter 2021,Winter,After,After,108,,,Spawning
2022-04-19,2022,4,19,17,17 - 2022,Winter 2021,Winter,After,After,109,,,Spawning
2022-04-20,2022,4,20,17,17 - 2022,Winter 2021,Winter,After,After,110,,,Spawning
2022-04-21,2022,4,21,17,17 - 2022,Spring 2022,Spring,After,After,111,,,Spawning
2022-04-22,2022,4,22,17,17 - 2022,Spring 2022,Spring,After,After,112,,,Spawning
2022-04-23,2022,4,23,17,17 - 2022,Spring 2022,Spring,After,After,113,,,Spawning
2022-04-24,2022,4,24,18,18 - 2022,Spring 2022,Spring,After,After,114,,,Spawning
2022-04-25,2022,4,25,18,18 - 2022,Spring 2022,Spring,After,After,115,,,Spawning
2022-04-26,2022,4,26,18,18 - 2022,Spring 2022,Spring,After,After,116,,,Spawning
2022-04-27,2022,4,27,18,18 - 2022,Spring 2022,Spring,After,After,117,,,Spawning
2022-04-28,2022,4,28,18,18 - 2022,Spring 2022,Spring,After,After,118,,,Spawning
2022-04-29,2022,4,29,18,18 - 2022,Spring 2022,Spring,After,After,119,,,Spawning
2022-04-30,2022,4,30,18,18 - 2022,Spring 2022,Spring,After,After,120,,,Spawning
2022-05-01,2022,5,1,19,19 - 2022,Spring 2022,Spring,After,After,121,Spawning,Spawning,Spawning
2022-05-02,2022,5,2,19,19 - 2022,Spring 2022,Spring,After,After,122,Spawning,Spawning,
2022-05-03,2022,5,3,19,19 - 2022,Spring 2022,Spring,After,After,123,Spawning,Spawning,
2022-05-04,2022,5,4,19,19 - 2022,Spring 2022,Spring,After,After,124,Spawning,Spawning,
2022-05-05,2022,5,5,19,19 - 2022,Spring 2022,Spring,After,After,125,Spawning,Spawning,
2022-05-06,2022,5,6,19,19 - 2022,Spring 2022,Spring,After,After,126,Spawning,Spawning,
2022-05-07,2022,5,7,19,19 - 2022,Spring 2022,Spring,After,After,127,Spawning,Spawning,
2022-05-08,2022,5,8,20,20 - 2022,Spring 2022,Spring,After,After,128,Spawning,Spawning,
2022-05-09,2022,5,9,20,20 - 2022,Spring 2022,Spring,After,After,129,Spawning,Spawning,
2022-05-10,2022,5,10,20,20 - 2022,Spring 2022,Spring,After,After,130,Spawning,Spawning,
2022-05-11,2022,5,11,20,20 - 2022,Spring 2022,Spring,After,After,131,Spawning,Spawning,
2022-05-12,2022,5,12,20,20 - 2022,Spring 2022,Spring,After,After,132,Spawning,Spawning,
2022-05-13,2022,5,13,20,20 - 2022,Spring 2022,Spring,After,After,133,Spawning,Spawning,
2022-05-14,2022,5,14,20,20 - 2022,Spring 2022,Spring,After,After,134,Spawning,Spawning,
2022-05-15,2022,5,15,21,21 - 2022,Spring 2022,Spring,After,After,135,Spawning,Spawning,
2022-05-16,2022,5,16,21,21 - 2022,Spring 2022,Spring,After,After,136,Spawning,Spawning,
2022-05-17,2022,5,17,21,21 - 2022,Spring 2022,Spring,After,After,137,Spawning,Spawning,
2022-05-18,2022,5,18,21,21 - 2022,Spring 2022,Spring,After,After,138,Spawning,Spawning,
2022-05-19,2022,5,19,21,21 - 2022,Spring 2022,Spring,After,After,139,Spawning,Spawning,
2022-05-20,2022,5,20,21,21 - 2022,Spring 2022,Spring,After,After,140,Spawning,Spawning,
2022-05-21,2022,5,21,21,21 - 2022,Spring 2022,Spring,After,After,141,Spawning,Spawning,
2022-05-22,2022,5,22,22,22 - 2022,Spring 2022,Spring,After,After,142,Spawning,Spawning,
2022-05-23,2022,5,23,22,22 - 2022,Spring 2022,Spring,After,After,143,Spawning,Spawning,
2022-05-24,2022,5,24,22,22 - 2022,Spring 2022,Spring,After,After,144,Spawning,Spawning,
2022-05-25,2022,5,25,22,22 - 2022,Spring 2022,Spring,After,After,145,Spawning,Spawning,
2022-05-26,2022,5,26,22,22 - 2022,Spring 2022,Spring,After,After,146,Spawning,Spawning,
2022-05-27,2022,5,27,22,22 - 2022,Spring 2022,Spring,After,After,147,Spawning,Spawning,
2022-05-28,2022,5,28,22,22 - 2022,Spring 2022,Spring,After,After,148,Spawning,Spawning,
2022-05-29,2022,5,29,23,23 - 2022,Spring 2022,Spring,After,After,149,Spawning,Spawning,
2022-05-30,2022,5,30,23,23 - 2022,Spring 2022,Spring,After,After,150,Spawning,Spawning,
2022-05-31,2022,5,31,23,23 - 2022,Spring 2022,Spring,After,After,151,Spawning,Spawning,
2022-06-01,2022,6,1,23,23 - 2022,Spring 2022,Spring,After,After,152,Spawning,Spawning,
2022-06-02,2022,6,2,23,23 - 2022,Spring 2022,Spring,After,After,153,Spawning,Spawning,
2022-06-03,2022,6,3,23,23 - 2022,Spring 2022,Spring,After,After,154,Spawning,Spawning,
2022-06-04,2022,6,4,23,23 - 2022,Spring 2022,Spring,After,After,155,Spawning,Spawning,
2022-06-05,2022,6,5,24,24 - 2022,Spring 2022,Spring,After,After,156,Spawning,Spawning,
2022-06-06,2022,6,6,24,24 - 2022,Spring 2022,Spring,After,After,157,Spawning,Spawning,
2022-06-07,2022,6,7,24,24 - 2022,Spring 2022,Spring,After,After,158,Spawning,Spawning,
2022-06-08,2022,6,8,24,24 - 2022,Spring 2022,Spring,After,After,159,Spawning,Spawning,
2022-06-09,2022,6,9,24,24 - 2022,Spring 2022,Spring,After,After,160,Spawning,Spawning,
2022-06-10,2022,6,10,24,24 - 2022,Spring 2022,Spring,After,After,161,Spawning,Spawning,
2022-06-11,2022,6,11,24,24 - 2022,Spring 2022,Spring,After,After,162,Spawning,Spawning,
2022-06-12,2022,6,12,25,25 - 2022,Spring 2022,Spring,After,After,163,Spawning,Spawning,
2022-06-13,2022,6,13,25,25 - 2022,Spring 2022,Spring,After,After,164,Spawning,Spawning,
2022-06-14,2022,6,14,25,25 - 2022,Spring 2022,Spring,After,After,165,Spawning,Spawning,
2022-06-15,2022,6,15,25,25 - 2022,Spring 2022,Spring,After,After,166,Spawning,Spawning,
2022-06-16,2022,6,16,25,25 - 2022,Spring 2022,Spring,After,After,167,Spawning,Spawning,
2022-06-17,2022,6,17,25,25 - 2022,Spring 2022,Spring,After,After,168,Spawning,Spawning,
2022-06-18,2022,6,18,25,25 - 2022,Spring 2022,Spring,After,After,169,Spawning,Spawning,
2022-06-19,2022,6,19,26,26 - 2022,Spring 2022,Summer,After,After,170,Spawning,Spawning,
2022-06-20,2022,6,20,26,26 - 2022,Spring 2022,Summer,After,After,171,Spawning,Spawning,
2022-06-21,2022,6,21,26,26 - 2022,Spring 2022,Summer,After,After,172,Spawning,Spawning,
2022-06-22,2022,6,22,26,26 - 2022,Spring 2022,Summer,After,After,173,Spawning,Spawning,
2022-06-23,2022,6,23,26,26 - 2022,Spring 2022,Summer,After,After,174,Spawning,Spawning,
2022-06-24,2022,6,24,26,26 - 2022,Spring 2022,Summer,After,After,175,Spawning,Spawning,
2022-06-25,2022,6,25,26,26 - 2022,Spring 2022,Summer,After,After,176,Spawning,Spawning,
2022-06-26,2022,6,26,27,27 - 2022,Spring 2022,Summer,After,After,177,Spawning,Spawning,
2022-06-27,2022,6,27,27,27 - 2022,Spring 2022,Summer,After,After,178,Spawning,Spawning,
2022-06-28,2022,6,28,27,27 - 2022,Spring 2022,Summer,After,After,179,Spawning,Spawning,
2022-06-29,2022,6,29,27,27 - 2022,Spring 2022,Summer,After,After,180,Spawning,Spawning,
2022-06-30,2022,6,30,27,27 - 2022,Spring 2022,Summer,After,After,181,Spawning,Spawning,
2022-07-01,2022,7,1,27,27 - 2022,Spring 2022,Summer,After,After,182,,Spawning,
2022-07-02,2022,7,2,27,27 - 2022,Summer 2022,Summer,After,After,183,,Spawning,
2022-07-03,2022,7,3,28,28 - 2022,Summer 2022,Summer,After,After,184,,Spawning,
2022-07-04,2022,7,4,28,28 - 2022,Summer 2022,Summer,After,After,185,,Spawning,
2022-07-05,2022,7,5,28,28 - 2022,Summer 2022,Summer,After,After,186,,Spawning,
2022-07-06,2022,7,6,28,28 - 2022,Summer 2022,Summer,After,After,187,,Spawning,
2022-07-07,2022,7,7,28,28 - 2022,Summer 2022,Summer,After,After,188,,Spawning,
2022-07-08,2022,7,8,28,28 - 2022,Summer 2022,Summer,After,After,189,,Spawning,
2022-07-09,2022,7,9,28,28 - 2022,Summer 2022,Summer,After,After,190,,Spawning,
